year,entity1,entity2,co_mention_count,tone_sum,co_mention_tone_avg,org_flag,person_flag
2018,Shell,Nigerian Police,35,-129.71515186641935,-3.70614719618341,1,0
2018,Shell,Peter Obi,7,7.210147515075898,1.0300210735822712,1,1
2018,Shell,Patience Jonathan,12,19.432306612170727,1.6193588843475606,1,1
2018,Nsima Ekere,Exxon,2,-4.962570599593185,-2.4812852997965926,1,1
2018,Shell,Democratic Party,28,-72.31109932358548,-2.5825392615566245,1,0
2018,Shell,National Conference,2,-13.23992162916346,-6.61996081458173,1,0
2018,World Health Organization,Shell,5,-26.68033434813426,-5.336066869626852,1,0
2018,Shell,Electoral Commission,15,-65.73414221183397,-4.382276147455598,1,0
2018,Shell,Paul Boroh,4,-31.39534883720932,-7.84883720930233,1,1
2018,Shell,Christian Association Of Nigeria,16,-50.98644820335244,-3.1866530127095274,1,0
2018,Simon Lalong,Shell,30,-13.339825583352226,-0.4446608527784075,1,1
2018,Shell,Abiola Ajimobi,6,-19.15021543320032,-3.1917025722000534,1,1
2018,Exxon,American Petroleum Institute,5,-6.363206712158107,-1.2726413424316214,1,0
2018,Chevron,American Petroleum Institute,3,-4.92565055762082,-1.64188351920694,1,0
2018,Shell,American Petroleum Institute,67,-207.9408832842753,-3.103595272899631,1,0
2018,Chevron,Addis Ababa,7,-17.02870627961002,-2.4326723256585745,1,1
2018,Shell,Ibrahim Idris,13,-48.413400131319705,-3.724107702409208,1,1
2018,Tukur Buratai,Shell,5,-12.089151850528154,-2.417830370105631,1,1
2018,Exxon,Etisalat,2,-6.4516129032258,-3.2258064516129,1,0
2018,Shell,Etisalat,25,-97.4847544100704,-3.899390176402816,1,0
2018,Toyota,Exxon,1,-3.2258064516129,-3.2258064516129,1,0
2018,Toyota,Shell,37,-13.10800545048361,-0.3542704175806381,1,0
2018,Ngozi Okonjo-Iweala,Exxon,2,-4.754114892043599,-2.3770574460218,1,1
2018,Exxon,David Cameron,1,-3.2258064516129,-3.2258064516129,1,1
2018,Shell,David Cameron,34,-49.18033951404514,-1.446480573942504,1,1
2018,Yakubu Gowon,Exxon,1,-3.2258064516129,-3.2258064516129,1,1
2018,Yakubu Gowon,Shell,88,-186.7931009893037,-2.122648874878451,1,1
2018,Kemi Adeosun,Exxon,5,-13.01742021417245,-2.60348404283449,1,1
2018,Nigerian Navy,Chevron,12,-45.20852302325317,-3.7673769186044304,1,0
2018,Sani Abacha,Chevron,15,-46.43760716065947,-3.095840477377298,1,1
2018,Shell,Ebele Jonathan,17,-58.11640739653174,-3.4186121997959846,1,1
2018,Shell,Divisional Police,1,-5.16528925619835,-5.16528925619835,1,0
2018,Department Of Petroleum Resources,Chevron,85,16.149992129695462,0.1899999074081819,1,0
2018,Shell,Godwin Obaseki,2,1.0612705354364196,0.5306352677182098,1,1
2018,Godwin Obaseki,Chevron,6,1.0599319499652198,0.1766553249942033,1,1
2018,Shell,Philip Shaibu,8,-0.9995478817649706,-0.1249434852206213,1,1
2018,Philip Shaibu,Chevron,2,6.46651270207852,3.23325635103926,1,1
2018,Seriake Dickson,Chevron,37,133.50414914989227,3.6082202472943856,1,1
2018,Shell,James Ibori,10,-16.131436116834454,-1.6131436116834454,1,1
2018,Shell,Boeing,96,-74.86862595547582,-0.7798815203695398,1,0
2018,Exxon,Adams Oshiomhole,4,-6.560803387989091,-1.6402008469972726,1,1
2018,Shell,International Monetary Fund,68,-97.33411704976342,-1.4313840742612267,1,0
2018,Chevron,Adams Oshiomhole,6,-0.3009705060558241,-0.050161751009304,1,1
2018,Chevron,Akinwunmi Ambode,2,0.1893821064476499,0.0946910532238249,1,1
2018,High Court,Chevron,243,-674.4478702701765,-2.77550563897192,1,0
2018,Shell,Nigeria Football Federation,7,15.35437224398212,2.193481749140303,1,0
2018,Ministry Of Health,Chevron,25,74.31348604378937,2.9725394417515747,1,0
2018,Shell,National Judicial Council,3,-13.573259473316789,-4.5244198244389295,1,0
2018,Shell,Samuel Ortom,12,-42.053707649329525,-3.504475637444127,1,1
2018,Shell,Ovie Omo-Agege,2,-12.3827832828406,-6.191391641420299,1,1
2018,Shell,Catholic Church,10,-12.971693070310776,-1.2971693070310777,1,0
2018,Nnamdi Kanu,Exxon,4,-11.88707280832096,-2.97176820208024,1,1
2018,Shell,National Drug Law Enforcement Agency,1,-2.11480362537764,-2.11480362537764,1,0
2018,Shell,Investigation Department,2,-8.691553544494731,-4.3457767722473655,1,0
2018,Shell,Nigerian Ports Authority,64,-94.99767777465996,-1.4843387152290617,1,0
2018,Nigerian Navy,Exxon,12,-79.79308116813455,-6.649423430677879,1,0
2018,Shell,Okezie Ikpeazu,15,18.402444223552465,1.2268296149034976,1,1
2018,Skye Bank,Shell,348,-143.1821351246394,-0.4114429170248258,1,0
2018,Skye Bank,Chevron,49,-69.91252736590849,-1.426786272773643,1,0
2018,Chevron,Central Bank,31,-41.9887145617558,-1.3544746632824451,1,0
2018,Nigerian Petroleum Development Company,Exxon,6,-13.680271461643342,-2.280045243607224,1,0
2018,National Economic Council,Exxon,1,1.61001788908766,1.61001788908766,1,0
2018,Exxon,Emmanuel Ibe Kachikwu,19,-11.940387104209831,-0.6284414265373597,1,1
2018,Obafemi Awolowo University,Exxon,3,6.270253360400153,2.0900844534667176,1,0
2018,Shell,Nigerian Senate,51,-294.6237137524272,-5.776935563773082,1,0
2018,Shell,Nigeria Customs Service,82,-63.5651398200023,-0.7751846319512475,1,0
2018,Shell,Femi Adesina,26,-18.42369513700131,-0.708603659115435,1,1
2018,Shell,Nelson Mandela,9,-22.51566824868764,-2.501740916520849,1,1
2018,University Of Lagos,Shell,53,30.89982196553008,0.5830155087835864,1,0
2018,Shell,National Youth Service Corps,52,43.5273706622862,0.8370648204285807,1,0
2018,Financial Crimes Commission,Exxon,4,-10.018236466627531,-2.504559116656883,1,0
2018,Obafemi Awolowo,Exxon,4,-10.2446647892333,-2.561166197308325,1,1
2018,Exxon,Adamu Adamu,1,-2.30635335073977,-2.30635335073977,1,1
2018,National Bureau Of Statistics,Chevron,11,-29.874302939853568,-2.71584572180487,1,0
2018,National Economic Council,Chevron,46,-55.03129371398277,-1.1963324720431037,1,0
2018,Presidential Amnesty Programme,Exxon,4,-13.5617936565804,-3.3904484141451,1,0
2018,John Kerry,Exxon,11,-17.036196979230738,-1.548745179930067,1,1
2018,University Of Port Harcourt,Exxon,8,7.208404575717306,0.9010505719646632,1,0
2018,Shell,National Executive Council,6,-10.296056700348997,-1.7160094500581655,1,0
2018,Shell,Babatunde Fashola,65,-64.46765356273606,-0.991810054811324,1,1
2018,Shell,Ministry Of Petroleum Resources,148,-233.8614011946556,-1.580144602666592,1,0
2018,Task Force,Shell,59,-394.1380937855117,-6.680306674330708,1,0
2018,Task Force,Chevron,2,-3.540411280636733,-1.7702056403183666,1,0
2018,Shell,Progressive Congress,2,2.32952266345768,1.16476133172884,1,0
2018,Progressive Congress,Chevron,3,3.4406337745687896,1.1468779248562633,1,0
2018,Shell,Orji Uzor Kalu,20,7.453103866371504,0.3726551933185752,1,1
2018,Orji Uzor Kalu,Chevron,3,3.4406337745687896,1.1468779248562633,1,1
2018,Shell,Ken Nnamani,3,4.78050305561454,1.59350101853818,1,1
2018,Ken Nnamani,Chevron,5,1.1529083016255497,0.2305816603251099,1,1
2018,Goodluck Jonathan,Chevron,42,-27.96713066953041,-0.6658840635602479,1,1
2018,Shell,Ministry Of Health,42,-56.79504225071426,-1.352262910731292,1,0
2018,Shell,Chris Ngige,7,-20.51606707825625,-2.9308667254651786,1,1
2018,Ohanaeze Ndigbo,Chevron,22,-26.497886361063145,-1.2044493800483247,1,1
2018,Shell,Nyesom Wike,176,-184.84113048727212,-1.05023369595041,1,1
2018,United Nations,Chevron,32,-22.961661746553094,-0.7175519295797843,1,0
2018,Chevron,African Union,13,-22.06226637807884,-1.6970974136983723,1,0
2018,Shell,Management Committee,16,67.78156495443184,4.23634780965199,1,0
2018,Shell,Nigeria Police,49,-119.51261521873818,-2.4390329636477177,1,0
2018,Los Angeles,Chevron,4,-4.238935718126138,-1.0597339295315344,1,1
2018,Exxon,Ahmadu Bello,6,-9.32132828690329,-1.5535547144838815,1,1
2018,Shell,Ministry Of Agriculture,14,16.37870318375635,1.1699073702683107,1,0
2018,Union Congress,Shell,4,-1.4183936088315403,-0.3545984022078851,1,0
2018,University Of Nigeria,Shell,65,-28.397979474489293,-0.4368919919152199,1,0
2018,Us Energy Information Administration,Chevron,4,-4.439658529671818,-1.1099146324179543,1,0
2018,Us Energy Information Administration,Exxon,13,-25.47492097791761,-1.959609305993662,1,0
2018,Us Energy Information Administration,Shell,45,-77.85525603200144,-1.730116800711143,1,0
2018,Financial Crimes Commission,Chevron,16,-2.4837866127300465,-0.1552366632956279,1,0
2018,Yemi Osinbajo,Chevron,39,-43.500482546569074,-1.115396988373566,1,1
2018,Julius Berger,Chevron,3,3.94430507298132,1.31476835766044,1,1
2018,Shell,Department Of State Services,38,-165.95178912433528,-4.367152345377244,1,0
2018,Shell,African Union,140,-275.77077467156,-1.969791247654,1,0
2018,Shell,Addis Ababa,74,-79.78144831475821,-1.078127679929165,1,1
2018,Nigerian Senate,Chevron,10,-15.0875969667916,-1.50875969667916,1,0
2018,Zenith Bank,Chevron,3,-10.09633855074565,-3.365446183581883,1,0
2018,Shell,Ogba Egbema Ndoni,8,-0.904027280918049,-0.1130034101147561,1,1
2018,University Of Calabar,Exxon,30,14.930724759997398,0.4976908253332466,1,0
2018,Shell,Atlantic Ocean,63,-280.11780950559967,-4.44631443659682,1,1
2018,Femi Adesina,Exxon,1,-5.08940852819807,-5.08940852819807,1,1
2018,Exxon,Abdulmumin Jibrin,1,-5.08940852819807,-5.08940852819807,1,1
2018,Shell,Nigerian Bar Association,17,-29.94241228868868,-1.7613183699228634,1,0
2018,Umaru Musa Yaradua,Shell,88,-199.9656004611361,-2.2723363688765468,1,1
2018,Shell,Ijaw Youth Council,167,-628.3211803446648,-3.762402277512962,1,0
2018,Shell,National Bureau Of Statistics,44,-94.74761045336486,-2.15335478303102,1,0
2018,Divisional Police,Chevron,1,-5.18867924528302,-5.18867924528302,1,0
2018,Electoral Commission,Chevron,2,-2.5848142164782,-1.2924071082391,1,0
2018,University Of Nigeria,Chevron,7,-29.629161819656847,-4.232737402808121,1,0
2018,National Electoral Commission,Chevron,7,21.9034691804207,3.129067025774386,1,0
2018,National Coordinator,Chevron,13,-22.879672616056386,-1.759974816619722,1,0
2018,Chevron,Army,28,-77.48939850250014,-2.7674785179464334,1,0
2018,Tukur Buratai,Chevron,1,-4.43587270973963,-4.43587270973963,1,1
2018,Exxon,Addis Ababa,7,-9.093771445406665,-1.2991102064866664,1,1
2018,Nigeria Police,Exxon,691,-1040.7363557924298,-1.5061307609152386,1,0
2018,Shell,Atiku Abubakar,13,-26.26579362507769,-2.0204456634675148,1,1
2018,Chevron,Atiku Abubakar,6,-10.69643829808271,-1.782739716347118,1,1
2018,Shell,National Economic Council,19,-20.501554748208125,-1.079029197274112,1,0
2018,Shell,National Planning,36,-12.691403504841542,-0.3525389862455984,1,0
2018,Shell,David Umahi,14,-7.14996599755473,-0.510711856968195,1,1
2018,Shell,African Development Bank,41,16.918727773677908,0.4126518969189733,1,0
2018,Shell,Emmanuel Ibe Kachikwu,53,-145.78049567906157,-2.7505753901709733,1,1
2018,University Of Benin,Shell,77,164.78267652103534,2.140034760013446,1,0
2018,Ministry Of Environment,Chevron,54,-121.15406724221496,-2.2435938378187954,1,0
2018,Shell,Ministry Of Environment,272,-421.6359219427768,-1.5501320659660909,1,0
2018,Ministry Of Justice,Exxon,14,-15.020648481096838,-1.0729034629354883,1,0
2018,Exxon,Atlantic Ocean,5,-16.02157061555829,-3.204314123111658,1,1
2018,Supreme Court,Exxon,3747,-4502.317838579094,-1.201579353770775,1,0
2018,Exxon,Catholic Church,10,-55.96647257852256,-5.596647257852256,1,0
2018,Security Council,Exxon,44,-228.78713140671545,-5.199707531970805,1,0
2018,Security Service,Exxon,4,-28.5732508450794,-7.14331271126985,1,0
2018,Exxon,African Union,20,-47.96188440954856,-2.398094220477428,1,0
2018,Xinhua,Exxon,2,-14.2866254225397,-7.14331271126985,1,0
2018,Garba Shehu,Chevron,14,16.245199282883924,1.1603713773488518,1,1
2018,Donald Trump,Chevron,74,-77.41479943644364,-1.0461459383303195,1,1
2018,International Monetary Fund,Exxon,28,-26.85392121792661,-0.9590686149259504,1,0
2018,University Of Nigeria,Exxon,13,25.20416491869892,1.938781916822994,1,0
2018,Ibrahim Babangida,Chevron,2,2.29299363057324,1.14649681528662,1,1
2018,Shell,Pope Francis,129,-179.78392857373635,-1.393673864912685,1,1
2018,Pope Francis,Exxon,11,-30.004569500052305,-2.727688136368391,1,1
2018,Exxon,Barack Obama,26,-26.92000926033785,-1.0353849715514558,1,1
2018,University Of Lagos,Chevron,9,3.075561169290721,0.3417290188100801,1,0
2018,Chevron,Bukola Saraki,10,2.395832788161456,0.2395832788161455,1,1
2018,Revenue Service,Chevron,3,-3.80658436213992,-1.26886145404664,1,0
2018,Revenue Service,Exxon,1,-3.80658436213992,-3.80658436213992,1,0
2018,Yakubu Dogara,Chevron,5,-5.590585470175341,-1.1181170940350682,1,1
2018,Shell,Seriake Dickson,13,-31.826535426165357,-2.44819503278195,1,1
2018,Shell,Ibrahim Babangida,53,-68.76314612502755,-1.297417851415614,1,1
2018,Shell,Nigerian Stock Exchange,67,-21.26825691361076,-0.3174366703523994,1,0
2018,Shell,Femi Falana,12,-61.017258368406914,-5.084771530700576,1,1
2018,United Nations,Exxon,103,-265.5029725814077,-2.577698762926288,1,0
2018,Shell,Alexis Akwagyiram,1683,-7550.616554304309,-4.486403181404818,1,1
2018,Shell,Senate Committee,196,-610.1799771537686,-3.113163148743717,1,0
2018,Chevron,Boeing,33,8.211122301797063,0.2488218879332443,1,0
2018,Nigeria National Petroleum Corporation,Chevron,53,-64.50113822306896,-1.2170026079824332,1,0
2018,Petroleum Industry Bill,Chevron,71,-133.3018751706327,-1.8774911995863763,1,0
2018,Nigeria National Petroleum Corporation,Exxon,8,-17.231042522485563,-2.153880315310696,1,0
2018,Petroleum Industry Bill,Exxon,30,-35.32310848075314,-1.177436949358438,1,0
2018,Dangote Group,Chevron,10,8.416375556710324,0.8416375556710325,1,0
2018,Ministry Of Petroleum Resources,Chevron,108,-130.35775373560958,-1.2070162382926812,1,0
2018,Ministry Of Petroleum Resources,Exxon,25,19.713604848207904,0.7885441939283162,1,0
2018,Chevron,Aliko Dangote,31,-8.018998527868858,-0.2586773718667373,1,1
2018,World Bank,Exxon,77,-104.05050161550848,-1.3513052157858243,1,0
2018,Zenith Bank,Exxon,5,-8.17482098379158,-1.634964196758316,1,0
2018,Godswill Akpabio,Exxon,26,-54.83017438491849,-2.1088528609584034,1,1
2018,Nasir El-Rufai,Exxon,7,-13.398060982878892,-1.9140087118398417,1,1
2018,Maikanti Baru,Exxon,45,-13.78491804398592,-0.306331512088576,1,1
2018,Shell,Nnamdi Azikiwe International Airport,62,1.3393562690355014,0.0216025204683145,1,0
2018,United Bank,Shell,140,-54.495616089682215,-0.3892544006405872,1,0
2018,Shell,Obafemi Awolowo University,33,4.884760779821706,0.1480230539339911,1,0
2018,Isaac Adewole,Exxon,5,14.05966345482474,2.811932690964948,1,1
2018,Nigeria Labour Congress,Chevron,8,-20.243977295035943,-2.530497161879493,1,0
2018,Etisalat,Chevron,4,-8.311823130015139,-2.0779557825037847,1,0
2018,Vladimir Putin,Exxon,18,-46.83868767185685,-2.6021493151031585,1,1
2018,Los Angeles,Exxon,9,13.07067164385894,1.45229684931766,1,1
2018,Shell,Nigerian Electricity Regulatory Commission,12,7.195339167587984,0.5996115972989987,1,0
2018,University Of Port Harcourt,Shell,125,10.743736059059977,0.0859498884724798,1,0
2018,Shell,Julius Berger,43,66.10917946237907,1.5374227781948622,1,1
2018,Shell,Nigerian Petroleum Development Company,268,-702.9318292202091,-2.6228799597769,1,0
2018,Shell,Security Service,70,-370.3512782134117,-5.290732545905882,1,0
2018,Shell,Human Rights Watch,327,-1993.7262813829664,-6.097022267226197,1,0
2018,Chevron,Amnesty International,14,-44.44789746362544,-3.1748498188303884,1,0
2018,Exxon,Amnesty International,14,-51.20286512999006,-3.657347509285004,1,0
2018,Chevron,Agboola Ajayi,2,-6.80272108843538,-3.40136054421769,1,1
2018,Exxon,Agboola Ajayi,2,-6.80272108843538,-3.40136054421769,1,1
2018,Paul Boroh,Chevron,1,-3.40136054421769,-3.40136054421769,1,1
2018,Paul Boroh,Exxon,4,-9.928325226953046,-2.482081306738261,1,1
2018,Oluwarotimi Akeredolu,Chevron,1,-3.40136054421769,-3.40136054421769,1,1
2018,Oluwarotimi Akeredolu,Exxon,1,-3.40136054421769,-3.40136054421769,1,1
2018,Shell,Federal Reserve,38,-31.790724784702903,-0.8365980206500765,1,0
2018,Shell,Goldman Sachs,34,-60.51026623072213,-1.779713712668298,1,0
2018,Shell,Fidelity Bank,102,-447.6846605247317,-4.389065299262076,1,0
2018,Shell,Ken Saro-Wiwa,5635,-23834.090681603582,-4.229652294871976,1,1
2018,Shell,Army,116,-447.3601406169182,-3.856552936352743,1,0
2018,Shell,International Energy Agency,103,-182.98246509861443,-1.776528787365189,1,0
2018,International Energy Agency,Chevron,24,-43.16050417496841,-1.7983543406236835,1,0
2018,International Energy Agency,Exxon,32,-47.79414198517826,-1.4935669370368203,1,0
2018,Shell,Maritime University,38,-19.67750609425639,-0.5178291077435893,1,0
2018,Maritime University,Chevron,24,-5.746499349761712,-0.239437472906738,1,0
2018,National Assembly,Chevron,133,-188.60566984862444,-1.41808774322274,1,0
2018,Safety Agency,Exxon,36,-154.2198295268839,-4.283884153524553,1,0
2018,Nigerian Maritime Administration,Exxon,36,-154.2198295268839,-4.283884153524553,1,0
2018,Exxon,Amnesty Programme,23,-73.34779890947263,-3.189034735194462,1,0
2018,House Of Assembly,Exxon,41,-58.98436803357535,-1.4386431227701304,1,0
2018,Service Chiefs,Exxon,10,-36.36858890289695,-3.636858890289695,1,0
2018,Rotimi Amaechi,Exxon,5,-14.71553229119992,-2.943106458239984,1,1
2018,Exxon,Bola Tinubu,5,-15.35952551947396,-3.0719051038947915,1,1
2018,Ibrahim Idris,Exxon,15,-44.539398740686174,-2.9692932493790782,1,1
2018,Exxon,Akinwunmi Ambode,8,-23.297836957967487,-2.912229619745936,1,1
2018,Shell,Nigeria National Petroleum Corporation,238,-577.8619988326659,-2.4279915917338903,1,0
2018,Shell,Ministry Of Power,38,-97.94564229137218,-2.5775169024045312,1,0
2018,Shell,Public Affairs,218,-541.0835589332885,-2.4820346740059103,1,0
2018,World Bank,Shell,571,-1752.5511020320084,-3.0692663783397696,1,0
2018,Transmission Company Of Nigeria,Shell,203,-656.1989390625866,-3.2325070889782594,1,0
2018,Shell,National Electoral Commission,28,-39.971420114672064,-1.4275507183811451,1,0
2018,Ibe Kachikwu,Chevron,130,71.54697249062264,0.5503613268509433,1,1
2018,Maikanti Baru,Chevron,49,-10.759190889511013,-0.2195753242757349,1,1
2018,Nigerian National Petroleum Corporation,Chevron,302,-117.115154739456,-0.3877985256273377,1,0
2018,Shell,Dangote Group,235,-414.2027235511622,-1.7625647810687752,1,0
2018,First Bank,Exxon,5,-9.03879598752202,-1.807759197504404,1,0
2018,Exxon,Christian Church,6,-14.700411000131862,-2.450068500021977,1,0
2018,Shell,Christian Church,64,-97.3144284571782,-1.5205379446434095,1,0
2018,Exxon,Alliance For Democracy,2,-4.21362956191164,-2.10681478095582,1,0
2018,Shell,Alliance For Democracy,30,-57.14275626899651,-1.904758542299884,1,0
2018,Garba Shehu,Exxon,6,0.55111164734992,0.0918519412249866,1,1
2018,Shell,Garba Shehu,164,-37.1785755322718,-0.2266986312943402,1,1
2018,Exxon,Babachir Lawal,2,-4.21362956191164,-2.10681478095582,1,1
2018,Shell,Babachir Lawal,28,-58.99081386676292,-2.106814780955818,1,1
2018,Yemi Osinbajo,Exxon,12,-24.064307807081267,-2.005358983923439,1,1
2018,Yemi Osinbajo,Shell,442,-934.5033282276046,-2.114260923591865,1,1
2018,Exxon,Bisi Akande,2,-4.21362956191164,-2.10681478095582,1,1
2018,Shell,Bisi Akande,28,-58.99081386676292,-2.106814780955818,1,1
2018,Exxon,Aliko Dangote,11,-7.85985861875256,-0.7145326017047782,1,1
2018,Shell,Aliko Dangote,88,-108.95599613997776,-1.2381363197724746,1,1
2018,Exxon,Alhaji Atiku Abubakar,2,-4.21362956191164,-2.10681478095582,1,1
2018,Shell,Alhaji Atiku Abubakar,28,-58.99081386676292,-2.106814780955818,1,1
2018,Exxon,Donald Trump,97,-205.19819537784036,-2.115445313173612,1,1
2018,Shell,Kemi Adeosun,50,-91.5532202429899,-1.831064404859798,1,1
2018,Shell,Ibe Kachikwu,548,-697.416194588432,-1.2726572893949488,1,1
2018,Shell,Abubakar Malami,86,-303.1676878709893,-3.52520567291848,1,1
2018,Shell,Diezani Alison-Madueke,88,-505.6952645777785,-5.746537097474756,1,1
2018,Shell,Ibrahim Magu,46,-274.74415299751206,-5.972698978206784,1,1
2018,Progressives Congress,Chevron,22,-8.35867529105719,-0.379939785957145,1,0
2018,Exxon,Dangote Group,26,-18.084315152981592,-0.6955505828069843,1,0
2018,Nigerian National Petroleum Corporation,Exxon,139,-93.01289622081173,-0.6691575267684297,1,0
2018,Exxon,Central Bank,54,-40.26413895057373,-0.7456322027884025,1,0
2018,Ibe Kachikwu,Exxon,75,-64.98399087875123,-0.8664532117166831,1,1
2018,Shell,Obafemi Awolowo,112,-177.05000923181635,-1.580803653855503,1,1
2018,Shell,Ahmadu Bello,81,-125.73763074742983,-1.5523164289806153,1,1
2018,Public Affairs,Chevron,339,380.358719250649,1.1220021216833305,1,0
2018,Ifeanyi Okowa,Chevron,34,-21.50707660168832,-0.6325610765202446,1,1
2018,Petroleum Industry,Chevron,44,-86.90600954782005,-1.9751365806322736,1,0
2018,Petroleum Industry,Exxon,28,-14.342463749453009,-0.5122308481947503,1,0
2018,Shell,Petroleum Industry,382,-677.0589560289544,-1.7724056440548546,1,0
2018,Shell,House Of Assembly,155,-523.159417453439,-3.3752220480867035,1,0
2018,Shell,Safety Agency,38,-53.5321684698412,-1.408741275522137,1,0
2018,Shell,Emmanuel Uduaghan,28,-58.13474656097495,-2.0762409486062485,1,1
2018,Shell,First Bank,2058,-2509.120403495482,-1.2192033058772993,1,0
2018,Shell,Samsung,150,-88.76865014164171,-0.5917910009442781,1,0
2018,Shell,Los Angeles,31,3.1978833994454554,0.1031575290143695,1,1
2018,Shell,Chevron,2336,-5363.145487925774,-2.295867075310691,1,0
2018,Exxon,Chevron,355,-533.704467493741,-1.503392866179552,1,0
2018,Chevron,Airtel,7,-16.89094225651145,-2.4129917509302072,1,0
2018,Shell,Airtel,54,-120.36802499333533,-2.22903749987658,1,0
2018,Exxon,Airtel,3,-4.32847065269501,-1.4428235508983367,1,0
2018,Chevron,Access Bank,16,13.105219726568857,0.8190762329105534,1,0
2018,Shell,Access Bank,148,-375.86334898406096,-2.5396172228652767,1,0
2018,Exxon,Access Bank,5,13.30078696110963,2.660157392221926,1,0
2018,Oluwaseun Osewa,Chevron,45,-12.549856319079671,-0.2788856959795482,1,1
2018,Shell,Oluwaseun Osewa,77,-42.36451229227238,-0.5501884713282127,1,1
2018,Oluwaseun Osewa,Exxon,37,-64.32614899239339,-1.7385445673619837,1,1
2018,World Health Organisation,Shell,20,-63.04173047715188,-3.152086523857594,1,0
2018,United Nations,Shell,877,-2107.378160058405,-2.402939749211408,1,0
2018,Shell,Central Bank,558,-691.5392588365287,-1.239317668165822,1,0
2018,Shell,Financial Crimes Commission,125,-465.45174111611465,-3.723613928928917,1,0
2018,Shell,Ngozi Okonjo-Iweala,15,-29.929385618935655,-1.9952923745957103,1,1
2018,Superintendent Of Police,Exxon,14,-32.639271300163244,-2.331376521440232,1,0
2018,Shell,Revenue Service,135,-223.94289158656971,-1.6588362339745908,1,0
2018,Shell,Sani Abacha,1274,-4500.349862722891,-3.532456721132568,1,1
2018,Shell,Nigerian National Petroleum Corporation,2638,-6498.295771604148,-2.4633418391221182,1,0
2018,Shell,Maikanti Baru,380,167.95522373227118,0.4419874308743978,1,1
2018,Supreme Court,Shell,5694,-2805.614666501675,-0.4927317644014181,1,0
2018,Shell,Jesus Christ,11,-17.862077090968945,-1.623825190088086,1,1
2018,Shell,Barack Obama,116,-161.4894892397607,-1.392150769308282,1,1
2018,Shell,Donald Trump,588,-1295.4865900165871,-2.203208486422767,1,1
2018,Emmanuel Ibe Kachikwu,Chevron,77,-350.14083396279216,-4.547283557958339,1,1
2018,Muhammadu Buhari,Chevron,443,-504.73200219006577,-1.139349892076898,1,1
2018,Shell,Petroleum Industry Bill,369,-693.3584390217416,-1.8790201599505192,1,0
2018,Shell,Amnesty International,8962,-44354.58597693904,-4.949183884951912,1,0
2018,International Criminal Court,Exxon,9,-28.54180418691556,-3.1713115763239506,1,0
2018,High Court,Exxon,485,-847.342502582397,-1.7470979434688596,1,0
2018,Peoples Democratic Party,Exxon,9,-7.46819422122884,-0.8297993579143156,1,0
2018,People Democratic Party,Exxon,12,-14.83942590269185,-1.2366188252243209,1,0
2018,Exxon,Department Of Petroleum Resources,58,-163.23141834419127,-2.8143347990377805,1,0
2018,National Assembly,Exxon,56,-116.078662589854,-2.0728332605331072,1,0
2018,National Publicity,Exxon,3,-4.481613719745591,-1.4938712399151968,1,0
2018,Shell,International Criminal Court,110,-224.8169893853373,-2.043790812593976,1,0
2018,Shell,High Court,9982,-13690.300887259113,-1.3714987865416863,1,0
2018,Shell,Peoples Democratic Party,150,-247.5696815349457,-1.6504645435663046,1,0
2018,Shell,People Democratic Party,143,-256.30676830741635,-1.7923550231287857,1,0
2018,Shell,Department Of Petroleum Resources,1205,-3065.123190623878,-2.543670697613177,1,0
2018,Shell,National Assembly,1244,-2515.3760485068774,-2.022006469860834,1,0
2018,Shell,Exxon,1529,-2893.865710232159,-1.892652524677671,1,0
2018,Shell,National Publicity,77,-201.5989430541171,-2.6181680916119103,1,0
2018,Exxon,Action Congress,4,-6.113922753124,-1.528480688281,1,0
2018,Shell,Action Congress,59,-85.94671357155516,-1.456723958839918,1,0
2018,Progressives Congress,Exxon,39,-81.93320193155878,-2.1008513315784305,1,0
2018,Shell,Progressives Congress,553,-695.0161407658811,-1.2568103811317923,1,0
2018,Olusegun Obasanjo,Exxon,35,-83.57840092346578,-2.3879543120990223,1,1
2018,Shell,Olusegun Obasanjo,727,-1768.1847583761275,-2.4321661050565715,1,1
2018,Exxon,Ayodele Fayose,3,-4.481613719745591,-1.4938712399151968,1,1
2018,Shell,Ayodele Fayose,83,-106.31119405385849,-1.280857759685042,1,1
2018,Ifeanyi Okowa,Exxon,4,-8.35883504446288,-2.08970876111572,1,1
2018,Shell,Ifeanyi Okowa,150,12.695783377358044,0.0846385558490536,1,1
2018,Mohammadu Buhari,Exxon,19,-42.79468211464898,-2.252351690244683,1,1
2018,Shell,Mohammadu Buhari,297,-429.31332346277406,-1.445499405598566,1,1
2018,Exxon,Dakuku Peterside,12,-27.22987107070185,-2.2691559225584874,1,1
2018,Shell,Dakuku Peterside,104,-189.25502514455945,-1.8197598571592253,1,1
2018,Yakubu Dogara,Exxon,9,-22.464053590861,-2.496005954540111,1,1
2018,Yakubu Dogara,Shell,106,-213.93304037050387,-2.0182362299104137,1,1
2018,Exxon,Bukola Saraki,11,-14.611998092013486,-1.328363462910317,1,1
2018,Shell,Bukola Saraki,253,-564.5420177972783,-2.2313913746928,1,1
2018,John Oyegun,Exxon,4,-6.113922753124,-1.528480688281,1,1
2018,Shell,John Oyegun,56,-85.59491854373606,-1.528480688281001,1,1
